Message	isRefactoring
TEIID 1118 TEIID 1018 TEIID 315 TEIID 869 adding description to procedure parameter metadata refining the reference to include information about dynamic vdbs and translators which includes more info on the WS translator renaming connector developers guide to developers guide	1
Rename ZoneOffset getID() to getId()	1
Rename *PiplelineFactory to *InitializerFactory	1
  renamed DisconnectTest   > TUNNEL_Test	1
renamed to reflect change from MessageBuffer to DefaultMessageAreaModel	1
Renamed ModuleSearchResults.pagingInfo to nextPagingInfo (#40)	1
*Renamed GLWindow in LWJGLWindow *Updated references	1
Renamed OrderService.getDrugDurationUnits to getDurationUnits and associated global property	1
TEIID 802: consolidated all the proeprties to DQPEmbeddedProperties and renames some of the process based properties	1
Rename AdminServiceDescription to Interface	1
Rename getKnownSubclasses/Interfaces to getKnownDirectSubclasses	1
Rename ConsumeHelpers  > LinkHelpers	1
Add test for class rename on read	1
renamed FamilyIdentifier to correct spelling more README	1
Renamed PersistentObject  > Entity ... and all uses of the word persistentObject too.	1
Renamed the controllers to resources	1
finish to rename primary/mixin type term	1
rename class	1
Renamed sip.proxy package to common.sip.proxy for project/package consistency.	1
  Added StateMachine.getStates() method to get the states of a machine and any nested submachines.  Now I just need a way to restore a machine's current (sub )state.   Removed/renamed and references to sections (a poorly chosen name that was replaced by composites).	1
Bug 360314: Rename IGDBHardware to IGDBHardwareAndOS to prepare to use it for OS information as well.	1
[PLAT 5208] Renamed obligors to legal entity and adding tests for classes that extract meta data from a legal entity	1
  Introduced EdmProperty.Builder   Removed the need for EdmProperty.setStructuralType   Renamed EdmProperty.getStructuralType  > .getDeclaringType   Removed obsolete EdmProperty constructors   Introduced reusable Named interface	1
Renamed unit tests.	1
Rename BinaryBuffer to PriorityBuffer	1
Some renaming of methods Simplified logic Some duplication of methods removed Some instanceof replace by class checks	1
Rename getListener to getListeners #483	1
ImmutableMultimapTree: rename addRecursivelyFilteringNode to addRecursivelyExcludingNode reorder arguments & add javadoc	1
EST 839: moves EstatioAdministrationMenu under org.estatio.app.menus and renames to AdministrationMenu.  Also rename PartyRelationshipMenu to PartyRelationshipMenuAndContributions.  Also trivial...	1
Fiji Updater: rename PluginListBuilder to Checksummer	1
Rename getDate/getTime to toLocalDate/toLocalTime	1
Rename all resources to be prefixed with either 'actionbarsherlock' or 'actionbarwatson'. Move `ActionBarWatson` class to be within my personal named package.	1
Fixed eclipse config renamed test classes to match maven expectations	1
HUGE renaming of oracle comparators which because old naming was confusing and not correct	1
Renamed util class to standard convention for Commons. Pools  > PoolUtils Make contructor public for JavaBean scripting tools. Expanded until tests for better code coverage aided by Clover.	1
forgot to rename MetricsLite to MetricsLite and also respect craftbukkit's plugindir setting (e.g  P)	1
REPORT 573 rename activeVisit property to onlyInActiveVisit	1
rename RegExUrlRewriteInterceptor to RewriteInterceptor and redirect to the target if do   redirect   is set.	1
rename	1
rename visualdaemon to pixelcontroller add pixelinvaders logo	1
Rename FurnaceGraphModelScanner to ModelClassesFurnaceScanner	1
renamed for consistency	1
improved TableFormBuilder including Javadocs. renamed get* Methods of AbstractFormBuilder to create* which obviously create something. TableLayoutBuilder now handles null attributes	1
Renamed EntitySystem to Processor.	1
use .* in suite rename all packages to .tests	1
Rename tests that require a running gmond to be integration tests	1
* moved QueryServlet and DataSourceServlet to resources package and renamed them 'Resources'	1
rename unparse to unexecute	1
ARQ 200 Renamed Tomcat 6 Embedded Container package	1
Renamed maven lombok plugin to be lombok maven plugin to follow the maven plugin naming convention.	1
Renaming D2WDisplayToManyList to D2WAjaxDisplayToManyList (in prep for non ajax version)	1
Bug 179473: [rename] Rename in Editor should enter linked mode if identifier cannot be resolved	1
ACT 134: renamed configuration parameters	1
ARQ 200 Renamed JSR88 1.2 Remote Container folder	1
BUG 10204 Rename getClusterStatus() API getClusterDescription()	1
Rename jococo >jacoco	1
Rename AbstracFacade int AbstractFacade	1
Rename test classes to follow maven conventions	1
Corrected a typo in a method name 'dercrement' indeed.  And extracted NoOpStatistics to its own class	1
Added configuration for canvec dir temp dir and number of workers. Added delete on exit and corrected compressed file name.	1
added check that connection manager executor shutdown correctly. IF not   logging	1
Fixing incorrect merge	1
Repackaged some of the tests to their correct location. Added FLVReader test. Fixed audio codec id determination in FLVReader.	1
Added a test logger implementation for testing that components log things correctly.	1
Unit tests for fix #4728 Elasticsearch EQUALS query with null value incorrect	1
MODE 1950   Updated the REST service so that mixins are removed only after properties & children have been processed. Also implemented a type conversion mechanism so that JSON primitive types are correctly converted to JCR Values as opposed to always being strings.	1
Now using correct class ITypeDeclaration	1
* EncodingManagerTest   added more tests   * PlanarDatasetFactoryTest   initial implementation   * CompositeDataset   fixed bugs in getDouble() and getData()   * PlanarDatasetFactory   added duplicateDataset() code correct ArrayList sizing add some error checking	1
Move completion test to correct location.	1
CDB improvements:     Added AbstractParameterCommandDescriptorBlock and AbstractTransferCommandDescriptorBlock    Updated CDB's to extend the correct abstract CDB    Fixed member names to reflect specifications    Fixed getters/setters for all CDBs    Other minor refactoring/cleanups	1
moved cacheloaders to the correct package	1
Minor additions and corrections	1
moved test to correct package	1
o named the docbook module incorrectly	1
Improve windows service slave management   3 options : run as Local System Administrator or custom account   Memory options   Disconnect the slaves stops correctly and deletes the service   Reconnecting the slave updates the jenkins slave.xml configuration	1
Added the spell cheking problem to the set of graph searching problems. Given a word and a dictionary the graph searching algorithms should use the most approriate correction.	1
fix wiring tests to expect the correct name	1
Simplified and corrected the tweet posting	1
removed isCorrect from answer and typeSpecificAnswer adjusted plugins adjusted scoring for tf and mc	1
some correction for the help system	1
fix(variable): reference correct scope activity instance id	1
Bug 469377   Content assist inserts incorrect use statement	1
moved kcd code and tests to the correct position	1
Fix incorrect name encoding/decoding in DNS records backport netty/netty#5064	1
Updated to work correctly with extended pileups. Clogged and uses some dirty tricks; pileups/extended pileups need to be redesigned someday	1
spelling correction	1
Now correctly ensure only one instance of an output writer is created.	1
JBMAR 75   heavy refactoring add ExceptionListener interface make sure river unmarshaller has comprehensive and correct trace info	1
Fixed end turn handling. Fixes #463 (this does not handle Time Vault correctly. It needs a skip current turn effect that's not implemented yet).	1
corrected builder implementation and compareTo method   it should use all the fields of AxisElement	1
lots of corrections of API stub generation	1
fixed not loading cache correctly.	1
separate run and debug actions for exposing apps via ngrok adding label decoration for tunnels and improved optics a bit	1
Got item policy editing working again   and improved wording a bit.	1
Improved test coverage for JsonParser.nextXxx() methods; a related fix to UTF8StreamJsonParser.nextBooleanValue()	1
Graphics: Package structure improved; package domain introduced.	1
A number of small changes that work towards improving memory usage of the filtering stage (not a complete change but comitted to move between locations.)	1
Improvements to REST API.	1
TIKA 84   Add MimeTypes.getMimeType(InputStream)       Added also getMimeType(String InputStream)       Extracted common code to readMagicHeader(InputStream)       Javadoc improvements	1
Improve performance of MessageSource condition	1
trying to improve look and feel on tablets (not finished yet) supported keyboard shortcut import/export	1
improve logging to capture some simple rules and thresholds to indicate performance issues	1
1) Created multiple shell command readers for different situations   a) file based reader to run a bunch of commands stored in a file   b) reader based on System.console()   c) reader based on System.in   d) interactive reader based on JLine 2) minor bug fixes to existing commands 3) slightly improved help text	1
Compressed heap dump handling improvement	1
Fixed problems found in Alarm and Event JDBC DAOs  English en 88.8888854980469
Improved on OnmsOutage model  English en 100
Added supporting JDBC DAO classes for Outage	1
Improved the Job class allowing for cooperative interruption. Fixed the download cancel. Improved the cancel of indexing. It works but you have to restart to try to index again.	1
Analyse CSharp: Detection improved of attributes declared by external library types. Furthermore of Gneric Parameter Types.	1
Improving the custom JSMIParser error handler.	1
Functional Test Runned improved. New Search Test	1
Improve documentation of web dev mode	1
[Java8] Improve support for method references	1
Improved Keyboard stability and performance (#1239)	1
IMPORTANT: Drastically improved Flexo start up time	1
Improved TestNG data provider handling	1
EST 801: improves fixture scripts for docs denormalize sendToCommunicationChannel in Invoice	1
improved version check	1
CLEREZZA 511: improving performance without changing the public api as the issue suggests	1
Improved ReservationResourcePool handling for contended resources cancellation of non functional resources added unit tests for same	1
[CXF 3675] Add a classloader based map of DocumentBuilder instances in DOMUtils to improve performances when building documents. This also restores the former behaviour with the DocumentBuilder being cached in DOMUtils.	1
DRILL 2903: General improvements to tests in TestDrillbitResilience + Added RepeatTestRule to tests that are flaky + Added Controls.Builder to create controls string in tests + Added @Ignore to failing tests (filed JIRAs)	1
[PLAT 966] Add Link class to improve uniqueId/bundle resolution	1
XWIKI 6957: Introduce API to get work directory * better naming * improve log and javadoc	1
FORUM 84 | Unified Search connector implementation   build URI improvement	1
Performance improvements:    Memoized MathUtil's cumulative binomial probability function.    Reduced the default size of the read name map in reduced reads and handle its resets more efficiently.	1
improved performance of builder by removing child injector	1
[DROOLS 751] improve concurrency test case using fireUntilHalt	1
test(engine rest): test cases improvement	1
Improvements on CSW  Written a test to do a post request for GetCapabilities. TODO : Mapping EBRIM CSW Extension and ISO19139	1
improve interface to have more (potential) control over output generation	1
BLC 114   Improve the module selection UI in BLC Admin	1
improve   RpcInvoker	1
Improved StatelessAjaxFormSubmitBehavior and StatelessAjaxSubmittingLink following the code of their stateful versions.	1
improved spawning code for onPlayerMove	1
Improved SQL engine:   Min and Max functions now works with any type is Comparable. not only numbers   Support chaining field operators even inside and after functions.	1
addition of new convenience methods improvement to error reporting.	1
Improve ListItemProperty and its tests	1
Improved invalid boolean handling.	1
ISIS 162   Improved disabling of buttons so that button still shows but message is available.	1
Lots of small improvements to Mutect2 code	1
improved the original security api	1
improvement: preferred tile size set	1
ACT 1276: Added testcase with CallActivity and improved SetToVersion to be able to work with CallActivities. Do simple activity existance check for all executions now.	1
Improvement of CMS Content APIs	1
* Improved the API of SAMComparisonMode and SamComparison. * Capture /display ALL comparison differences noticed in SamComparison instead of just one. * Ran SamComparison on HENGLIT. Only one difference found related to pairflags on one record. * Fixed the final (hopefully) issue with MD:Z generation with compact to sam also now produces canonical mdz which it didn't before which should be what aligners produce but comparison by default will make md:z's canonical before comparing (this can be disabled to only compare raw MD:Z values).	1
JBIDE 20351: Improving Node detection for Ubuntu	1
[Property Sections] Improve method to filter object	1
Improved Quantiles auto configuration Added distribution   chart   in logging	1
OPENEJB 743: Improved configuration error detection and help OPENEJB 742: java.lang.NullPointerException at ConfigurationFactory$DefaultService.access$000(ConfigurationFactory.java:NNN)	1
Minor improvements	1
Pom: removed my goof of double adding commons codec Match: IO exception thrown to remove error Score: the new Improved Score! Algorithm: changed to caps added javadocs ExactMatch: exact match algorithm JenaConnect: removed duplicate load from JC method Transfer and JenaConnectTest: updated to use other load from JC ScoreTest and ScoreArgsTest: updated a bit to use new Score doesn't actually test yet	1
improved generics support	1
Improved project specific rule property panel moved descriptions into separate panel	1
Complete refactor changes include (not exhaustive):   New annotations (Cookie Multipart Accepts ContentType Matrix Encoded)   Path and PathParam behaves as specified in JAX RS   Added support for SimpleXml   JAXB serializer/deserializer don't requires the context path to be supplied anymore. It will auto detect classes involved and create jaxb context for it. Works for most cases if not user can still provide the context path or object factory.   Improved multi part support (user can specify part content type and filename)   Response deserialization is now automatically choosing the deserializer to pick (given ContentType is present in the response). Behavior can be overriden   Http entity writing has been abstracted 4 implementations are given: UrlEncodedFormEntityWriter MultiPartEntityWriter XmlEntityWriter JsonEntityWriter. Can be customized.	1
Improved project creation sorted projects for now.	1
improve extended template lookup	1
[MRM 138] fix logging improve speed of tests and improve metadata handling	1
Improving the package organization for the test cases.	1
ISIS 993: improving the usability of the schema; minor stuff for wicket components	1
KS 2195 RSS feed: improvement get rss feed for Forum Application and Answers application.	1
Improve method name	1
Improvement of System initialization   First step of Post Process handling	1
HIVE 7868   AvroSerDe error handling could be improved (Ferdinand Xu via Brock)	1
improvements	1
Refs #3878: Control Panel's upper panels are now resized properly when Tool Panel is resized. Improves automatic Tool Panel's height. CytoPanels are no longer resized automatically when selecting another CytoPanel (tab) if the user has resized it manually.	1
[305178] Improved interface for interrupt()	1
improved oracle pl/sql parser.	1
Fixed REST tests minor code improvements	1
Improved MPEG transcoder	1
Improve management of memory mapped resources from Java lang 6.1.4	1
small improvements in IO and added tests added missing import in Lists	1
Commits work in progress on improving stabalising audio and video telephony conferencing.	1
FIXED Problem with GXT Binding and some improvements to manage Projects. TODO : DELETE and UPDATE Project	1
Too huge commit... + Implementation of OAuth for Cloud + Improvements in tests coverage + Code bug fix + Add new ErrorCode + ErrorCodeContent (transform error data to object) + Increase Code comment and documentation + Clean code	1
  JBEPP 331: allow absolute URLs and improved URL validation. Needs thorough testing!	1
added initial support for handling unknown nested type values when converting collections; now favor factory method for constructing nested type descriptors for clarity (made constructor private); improved javadoc	1
HIVE 12907 : Improve dynamic partition loading   II (Ashutosh Chauhan via Prasanth J)	1
Style Improvements for Horizontal Pulling	1
TEIIDDES 1214 More cheat sheet improvements	1
Improvements to the ModelAndView in this controller.	1
property transfer refactoring and improvements	1
SONAR 1450 log comparison dates at batch startup + improve the algorithm of periods in number of days	1
HIVE 15076: Improve scalability of LDAP authentication provider group filter (Illya Yalovyy reviewed by Aihua Xu Naveen Gangam)	1
Improved LoginDialog in ControlsDemo to serve as a re usable dialog example	1
improve test setup for directory source	1
Improved handling of arrays tables and table arrays	1
improved connection creation and scheme registry support in manager	1
Further cleanup to try to eliminate any direct usages of IDBConnection.connect().	1
Cleanup the logging stuff so it's simpler and more coherent at the default verbosity level.	1
ACCUMULO 3320 Some cleanup and add IT suffix to test name.	1
more url building cleanup.	1
build cleanup	1
changing CreatedResources to be a Map indexed by key to make lookup easier based on creatable definition includes:   updates to all the tests and samples affected by this   tested and passing   some cleanups of the affected samples for better efficiency simplicity and coding patterns   simplification of the CreatedResourcesImpl	1
Misc cleanup	1
minor cleanup	1
Code cleanup to prepare for merge to test siri caching via memcached on dev	1
ACT 1553: Refactor BpmnParse to use separate handlers for each bpmn element (first cut working but needs some extra cleanup love)	1
some cleanup/simplification in realtime consumer and its analyzers	1
Lots of little cleanup items for Planet app ...	1
AddTopicController: more cleanup	1
Changes made: 1. Automated test case for modifying properties file for load update and read. 2. Bit cleanup around junits.	1
code cleanup of VJSObject.	1
Code cleanup.	1
Code cleanups.	1
Protocol cleanup Temporarily removed protocol events until we can organize them properly Signed off by: Windwaker <wjcrouse913@aim.com>	1
Some minor cleanup to TerritoryAccess source code.	1
small code cleanup a couple of little changes to SSGGenotypeCall	1
Atlas Standalone: NetCDFGeneration changes.  I think this is an acceptable first draft of the rewrite that should be ready for some preliminary tests.  I'll start looking into this next week.  This all needs extensive documentation and unit testing.  There is probably a lot of SQL cleanup that needs to be done on the DAO too.	1
cleanup	1
More nick  > user cleanup	1
Cleanup EncodingUtil	1
cleanup CDT extensions interfaces	1
terminal: Added wireless.   refactoring and cleanups.	1
Cleanup and slight API changes to create less objects	1
Cleanup some TVScan code and added Range and EpisodeRange	1
Misc cleanup	1
code cleanup	1
cleanup	1
code cleanup	1
Code cleanup reimplemented lock picking.	1
[CLEANUP] Cleanup for BACKLOG 17100: Trimmed the work item status log message to only the interesting pieces and cleaned up lifecycle phase enum	1
Code cleanup.	1
[CLEANUP]   Refactored code to facilitate creation of unit tests   Set security helper as PluginService instance dependency instead of global static variable access   Set document builder as PluginService instance dependency instead of global static variable access   Refactored access to metadata plugins list to a separate service	1
Tarus cleaned up eventconf.xml and old included event files so this test now passes (with a small cleanup to eventconf.xml).	1
minor cleanup	1
[AS7 4527] rollout plan tasks cleanup	1
some cleanup removed obsolete classes	1
dcap: cleanup  in gss/gsi tunnel	1
Misc cleanup	1
cleanup	1
jetty 9 cleanups	1
Cleanup roaring integration code	1
API cleanup	1
API cleanups.  * Removed node.traverse() deprecations since the new traversal API is only tentative and might change in upcoming releases.  * Replaced org.neo4j.graphdb.traversal.Position with org.neo4j.graphdb.Path since Positions don't do anything Paths already do.  * Added Path.lastRelationship() to support using Paths instead of Positions.  * Removed the tentative node.expand() methods for now they might be introduced in a later release.  * Removed the Expansion interface that came with node.expand()  * Cleaned up naming around TraversalDescription:    * Renamed TraversalFactory to Traversal to give the nice pattern of {{{TraversalDescription traversal   Traversal.description()}}}  * Added an iterator() method to Path for iterating over both nodes and relationships (interleaved) (Path extends Iterable<PropertyContainer>)  * Renamed SourceSelector to BranchSelector since that name better describes the role and purpose of that interface.    * Renamed ExpansionSource to TraversalBranch to match this    * Renamed SourceSelectorFactory to BranchOrderingPolicy to match this and to further clarify the role of an object implementing this interface.	1
HIVE 5395   Various cleanup in ptf code (Edward Capriolo via Brock Noland)	1
Cleanup. Added check if the bed of this player is in this world.	1
Some refactorings and cleanup namely:   Moved all relevant null checks into Resource   Made create firewall use FirewallOptions instead of a Firewall obj   Consolidated a lot of the HttpRequests in the expect tests to allow for reuse (in compute)	1
Initial cleanup	1
Cleanup.	1
Cleanup in NestedTransactionTest	1
Exception cleanup.  All our non runtime exceptions should extend from StingException StingException needs to be lower in the tree to build.	1
more cleanup Issue number: Obtained from: Submitted by: Reviewed by:	1
more cleanup	1
OOZIE 1985 support dropping hcat dataset in coord rerun with cleanup option (ryota)	1
More code cleanup	1
Code cleanup	1
core:StorageHelper Cleanup method name standard(11).	1
more post api cleanup plus fixing bugs from testing.	1
slight cleanup	1
HBASE 2922  HLog preparation and cleanup are done under the updateLock              major slowdown	1
Implement ElementInterface and cleanup Betfor headers	1
Code cleanup:  Score function should work in doubles to avoid wrapping on longs for long distances;  Minimum distance we care about was too high;  Removed link between Geo Only and Lucene+Geo path;  Removed some dead code that was commented out	1
prepare VMs area for further options and some cleanup	1
119414: [clean up][J2SE50] Failing test case in CleanUpTest#testJava5005	1
code cleanup + started to add user auth	1
minor cleanup	1
cleanup saiku olap	1
Large documents no longer causes exceptions in MongoDocumentIO's cleanup.	1
Cleanup the dynamic forms.	1
core: cleanup in create vm	1
chore(engine): code cleanup	1
clustering module code cleanup and formatting	1
cleanup on getName	1
Code cleanup   Organized imports (removed unused ones)   Moved static helper to place of usage   Renamed variables and types for better meaning	1
cleanup work	1
Code cleanup	1
Added liquibase. preffix to properties. Reduced liquibase dsl to 0.7.0 working with multiple files again correctly. Some cleanup moving files fixing imports	1
Cleanup: Removed ISiteComponent and SiteView	1
Cleanup on properties	1
userportal: cleanup   extract method	1
Sensor Node code cleanup.	1
Documentation and cleanup.	1
add Factories cleanup struct and samples	1
Cleanup of ExpiryICacheTest.	1
Code cleanup (patch from Sean Bright)	1
api cleanup and a refactor of some getCallbackScript methods. its now much more obvious what to call and what to override when you want something. (success or failure scripts)	1
Test cleanup and improved documentation	1
Starting to move from   optimization phase   to   fixing bugs phase  . Done some general  cleanup a few more optimization changes and a lot of bug fixes. Here is a summary  of the changes:	1
cleanup	1
misc cleanup	1
[nobug] general warning cleanup	1
map delayed store & eviction re write cleanup	1
Further fixes to how applications are pushed to the server. Removed the application archive generation outside of the request as to not re attempt it in case of login failure.	1
metamer: push: fixing typo and description	1
Fix for issue #84 added missing multithreaded Push.payloads method	1
(deliverMessage) ProxySuppliers do not catch exception Disconnected anymore. instead the calling PushToConsumerTask destroys the ProxySupplier.	1
Move ServerPushSession into public package	1
Make the strange Sun OpenOffice SwA WSDL work when pushed through the  entire wsdl2java >ServiceWSDLBuilder >DynamicClientFactory universe.	1
PT 2925: Expose XWikiDocument in Patient class (via Entities API) PT 2860: Pushed record does not get assigned to the chosen remote work group	1
More refactoring to accommodate security updates.  The end goal is to push more of this common code further down so that we are not repeating it all over the place but this current revision still has it at the top layer for now.	1
throttle push requests to maximal one push in 1 second	1
Renaming SimplePushApplication to SimplePushVariant	1
HIVE 1644. Use filter pushdown for automatically accessing indexes. (Russell Melick and Jeffrey Lym via jvs)	1
WTF   why is support for whole read insertions all messed up in LIBS?  I've pushed a temporary patch for now (the right solution should certainly not be implemented in stable; LIBS needs to be better thought out).  Added another unit test.	1
RF 11109: Made Showcase Push demo optional RF 11425: Enable OpenShift Express deployment	1
move pushback to RNode	1
Cloud Foundry Maven Plugin M4 Here is a list of items added    Add CC v1/v2 detection    Support for org & space in v2    Modify the output from older tabular style to something resembling vmc ng    Add v2 support for push & delete app along with show log    Add v2 support for create services and services goals.	1
move to separate class default gh push event listener	1
Forgot to push these before	1
push messaging for server working	1
Issue #851: Initial implementation of batch push functionality	1
PT 2829: Can not push patients to some older PhenoTips servers Fixed	1
http://jira.sakaiproject.org/jira/browse/SAK 14216 Added 3 entity providers to polls to expose the polls data as entities and to supply data views for widgetization and data pull/push via REST	1
Refactoring   pushed property mgmt functionality into new superclass now shared by the report renderers	1
Issue #675: improved script service API (return more data make input of simpler types) store more data about pushed patients	1
Renamed   Select Radio Button   to   Push Radio Button  	1
Added individual UsageTrigger methods and improved unittestst push	1
Push migration detection from virt who checkin to system checkin.	1
starts implementation for the push API	1
HIVE 2815 [jira] Filter pushdown in hbase for keys stored in binary format (Ashutosh Chauhan via Carl Steinbach)	1
Updated push goal.	1
added the concept of pipe caps. These are pipes that process all their inputs and then simply return a single output    like the butt end of a pipe. Added the first one called CountPipeCap. Added IdentityPipe which does nothing but return its input  this is good for creating test cases. Did some work updating Merge and Split base classes   this is the next big push to really demonstrate the power of pipes. A Pipe is now an Iteratator and an Iterable so you can while hasNext or foreach the results   added test cases to make sure everything behaves correctly. Also a pipe now can take an Iteratble thus you no longer have to Arrays.asList().iterator for the initial setStart.	1
Moved Device{PullerPusher}Mojo to package standalonemojos.	1
Push control of time into MockSystemReader	1
Reorganize project for a final push toward 1.0.	1
rename pushError to jsError	1
Push filter equality through UNION.	1
Use JMS message queues for sending notifications in batches AGPUSH 1348	1
fix push notification with project based matrix authorization strategy	1
TEIID 3137 pushing changes upstream from 8.7.  One small change was required to DSLSearch to work using Infin. 6.0 instead of Infin. 6.1	1
Rename internal uicallback package to serverpush	1
JBRULES 2642: fixing context stack push/pop pairs on parsing	1
Pushed up convenience method for creating update descriptors	1
  fixes for CompilerProxy (KVC push variables need to be public or have accessors)   using Boolean.TRUE/FALSE instead of strings.   made component stateless	1
First 1.1 push	1
Avoid opening dialogs from push/fetch background jobs	1
Don't support other method names for HTTP push	1
Got rid of the   extension   package and pushed the Gremlin Extension into gremlin package.	1
support remind mass message function(send/delete mass message) TODOs 1. warp EventPushFactory to parse event push message to sub EventPush class(e.g. SubscribeEventPush LocationEventPush  and so on); 2. refactor send request to reduce too much similar code.	1
Pushing through changes to the way pipelines are handled.	1
Return new message's ID from a push	1
Stream id extraction update.	1
core: extract disk statistics from vm dynamic	1
Extracted method	1
extracted SpatialHierarchicalImpl class and moved it to package where Spatial is (package games?) moved test to core module tests folder from artemis module	1
Commiting after working offline for a long time (sorry for the overloaded/tangled commit). Main things I recall include building a more robust and flexible filtering mechanism (filter package) fixing important bugs in the Cacher annd in the CallDependencyExtractor (some few units tests also added) and enhancing the domain model with abstract classes and interfaces for key concepts (involved moving classes around)	1
fixed API problems by creating RefactoringSignatureDescriptorFactory   fixed Javadoc problems   moved ExtractClassContribution to right package	1
Extracted methods to make cleaner	1
Extracted the administrative methods from the services and into a separate   ServiceAdministrator   component.  The use of composition rather than inheritance allows each service to reuse the service management functionality without having to extend a base class.  	1
Added load mix extraction	1
pixel extraction tool now is able to write to clipboard too	1
Extract the AbstractIntegrationTest class.	1
Extract BaseEntryPoint class	1
changed name to Transition to prepare the generics extraction	1
extracted method	1
Removed the CoIterator code from k best extraction.	1
Calculate Sha 1 hash values of files in ExtractData job. Sha 1 and md5 fields are now byte arrays (byte[]) instead of Strings. Need to adjust PythonJob to be able to deal with this. Also use an internal hashmap in FsEntry to store new fields and favor this map for retrieval (using the super class HashMap for storing old fields). FsEntryHBaseOutputFormat will write to HBase using only this new map.	1
extract common functionallity into an interface	1
Extracted cache API to its own Maven module.  No package names or public APIs have changed.	1
PLANNER 491 empty classes for Partitioned Search POC + extract CofnigUtils.resolveThreadPoolSizeScript()	1
Extracted superclass from DisruptorWorkflowParser and DisruptorWorkflowFactoryBean	1
extract method   hasInvalidTrailingCharacter	1
Extracted roman number solver	1
refactored code to ease understanding: extracted methods interpolate<type>Field	1
Extract the class transpilation from Es6ToEs3Converter into its own class.	1
General ui: extracting managers and wiring them with Spring.	1
extract method	1
SONAR 3859 Add classifier varying groups extraction and LCS on both String and Token sequences	1
extract BitmaskCollectionLayer	1
Adding precomputation of frequent collocations to rule extraction	1
started extracting CLI from ExperimentCli and moving it to a separate IO package also started working on FileProvider	1
Refactor: RecoverHoles extract a function that recovers one image	1
Extract useful methods	1
extracted the stage for the register user	1
Extract abstract superclass from Aggregator	1
TEIID 1694 TEIID 1602 adding support for like_regex and extract function parsing.	1
Adding Generators (Extracting js source from html) that support line numbering. Currently used only from within the JsViewerDriver.	1
TIKA 279: XWPFWordExtractorDecorator does not extract some headers/footers	1
refatoring: extracted chat function	1
renamed new extractor	1
refactoring to extract browser dependent tests into a separate profile.	1
[TACHYON 1199] Refactor the code about extracting mLineageWorker to super class	1
scripted test class extracted to dltk.formatter.tests	1
Fix the ted bug 18097 : Performance enhancement:  DTE should use ArchiveEntryInputStream.read() when reading only one byte data from report document	1
performance enhance	1
enhancements	1
Enhance facet support add searching	1
DATAES 72   Enhance Delete Index in ElasticsearchTemplate	1
Bug 423991   Enhanced the application model to add support  for dynamic Locale changes at runtime	1
Enhance Duration	1
enhanced to parse XML from string (instead of only from files). This is nice when using the parser without the generator.	1
ACT 1273: Enhanced api (i.e. RuntimeService and TaskService) to remove variables on an execution or on a task and implemented the removing of variables	1
backward compatible enhancement to allow seamless swap between fit and slim wrt resource uri cells with multiple query params   issue #40	1
[NGRINDER 199] Unregister sampling when the test duration is finished.    Sampling is enhanced.   * From now on Sampling is finished when the test is finished.   * Enhanced refreshContent to use javascript variable to store sampling data	1
enhance sql server parser	1
not finished      add enhancement of market data feeder and MarketDataManager	1
topic: code enhanced module: deegree tools GLViewer description: reading the footprints of the 3d buildings from the file and visualize it	1
Enhanced.	1
Applying several code enhancements related with NBI Implementations	1
Refactoring and enhancing the GUI	1
MONDRIAN:  Consolidated duplicated code in RolapNativeSet.  Also added minor enhancement to strip redundant set braces when checking crossjoin args for native eval.	1
The performance enhancements may conflict with some setting methods. Uses the ActivityStackListener to clear the cache flag.	1
Resource Ancestry (Disambiguation) Work Incorporate feedback into design and perform some refactoring to clean up impl.   Keep Name and Ancestry fields simple with only linked resource names displayed   Enhance hover values for both Name (with type info) and Ancestry (with hierarchy and type info)   Move more logic to AncestryUtil for simplified Impl. Use standard Record   attributes defined here across Ancestry using datasources and views.   Remove Ancestry and in some places Type as DS fields. These should be DS   fields only if necessary ListGrid fields.   Add Ancestry to AlertDataSource and its users   Fix issue with the Ancestry hover for Assigned resources in Resource   Selector.   Added Resource filtering prior to gwt serialization for Alerts.	1
Logging and npes enhancement	1
Enhance QuarterOfYear	1
Refactored execution proxy classes; entity enclosing requests are enhanced only when necessary	1
some more enhancements to tags	1
JBQA 8268   Add new tests for Query Module already resolved issues/enhancements	1
enhancing OpenEJB http layer implementing http servlet objects/interfaces	1
Update integration tests for enhanced Alert ACL	1
CSS & XSD Changes for contrast enhancement	1
Some small enhancements from Mark.	1
KARAF 184: Enhance the dev:framework commands to display or set the OSGi framework name	1
Enhanced project keys	1
[enhancement] introduced ignoreDependencies parameter	1
topic: code enhanced type: functionality module: other description: MDEditor   switched to dictionaries updated export	1
enhancement bug 2755   additional search capabilities	1
37607: Enhance BlockingBuffer to allow for a timeout value	1
topic: code enhanced type: other module: other description: mdeditor   use path instead of groupid_fieldid	1
Closed #168 : Enhance priority hot keys	1
REST resources Enhancements	1
topic: code enhanced type: functionality module: other description: mdEditor   ongoing: support of referenced groups	1
enhanced support for CloseConnection messages	1
[FIN 91] Enhance database position master to allow for website management	1
CDITCK 508 enhance & expand tests for unproxyable types.	1
[UTL 82] Enhance and use identifier factory methods	1
Enhanced Vehicle Web	1
SONAR 6065 Enhance coverage on IssueQueryService refactor a bit	1
ks 1531 Enhance export function for export all data in forum	1
